item	phono	cgram	grapheme	assoc	regTo_GP
rebours	R°buR	ADV	r.e.b.ou.r.s	r-R.e-°.b-b.ou-u.r-R.s-#	1.0.1.1.1.1.
reboute	R°but	VER	r.e.b.ou.t.e	r-R.e-°.b-b.ou-u.t-t.e-#	1.0.1.1.1.1.
rebouter	R°bute	VER	r.e.b.ou.t.er	r-R.e-°.b-b.ou-u.t-t.er-e	1.0.1.1.1.1.
rebouteuse	R°but2z	NOM	r.e.b.ou.t.eu.s.e	r-R.e-°.b-b.ou-u.t-t.eu-2.s-z.e-#	1.0.1.1.1.1.0.1.
rebouteux	R°but2	NOM	r.e.b.ou.t.eu.x	r-R.e-°.b-b.ou-u.t-t.eu-2.x-#	1.0.1.1.1.1.1.
reboutez	R°bute	VER	r.e.b.ou.t.ez	r-R.e-°.b-b.ou-u.t-t.ez-e	1.0.1.1.1.1.
reboutonna	R°butona	VER	r.e.b.ou.t.o.nn.a	r-R.e-°.b-b.ou-u.t-t.o-o.nn-n.a-a	1.0.1.1.1.0.1.1.
reboutonnaient	R°butonE	VER	r.e.b.ou.t.o.nn.aient	r-R.e-°.b-b.ou-u.t-t.o-o.nn-n.aient-E	1.0.1.1.1.0.1.1.
reboutonnais	R°butonE	VER	r.e.b.ou.t.o.nn.ais	r-R.e-°.b-b.ou-u.t-t.o-o.nn-n.ais-E	1.0.1.1.1.0.1.1.
reboutonnant	R°buton@	VER	r.e.b.ou.t.o.nn.ant	r-R.e-°.b-b.ou-u.t-t.o-o.nn-n.ant-@	1.0.1.1.1.0.1.1.
reboutonne	R°butOn	VER	r.e.b.ou.t.o.nn.e	r-R.e-°.b-b.ou-u.t-t.o-O.nn-n.e-#	1.0.1.1.1.1.1.1.
reboutonner	R°butone	VER	r.e.b.ou.t.o.nn.er	r-R.e-°.b-b.ou-u.t-t.o-o.nn-n.er-e	1.0.1.1.1.0.1.1.
reboutonnerait	R°butOn°RE	VER	r.e.b.ou.t.o.nn.e.r.ait	r-R.e-°.b-b.ou-u.t-t.o-O.nn-n.e-°.r-R.ait-E	1.0.1.1.1.1.1.0.1.1.
reboutonnez	R°butone	VER	r.e.b.ou.t.o.nn.ez	r-R.e-°.b-b.ou-u.t-t.o-o.nn-n.ez-e	1.0.1.1.1.0.1.1.
reboutonnèrent	R°butonER	VER	r.e.b.ou.t.o.nn.è.r.ent	r-R.e-°.b-b.ou-u.t-t.o-o.nn-n.è-E.r-R.ent-#	1.0.1.1.1.0.1.1.1.0.
reboutonné	R°butone	VER	r.e.b.ou.t.o.nn.é	r-R.e-°.b-b.ou-u.t-t.o-o.nn-n.é-e	1.0.1.1.1.0.1.1.
reboutonnée	R°butone	VER	r.e.b.ou.t.o.nn.é.e	r-R.e-°.b-b.ou-u.t-t.o-o.nn-n.é-e.e-#	1.0.1.1.1.0.1.1.1.
reboutonnés	R°butone	VER	r.e.b.ou.t.o.nn.é.s	r-R.e-°.b-b.ou-u.t-t.o-o.nn-n.é-e.s-#	1.0.1.1.1.0.1.1.1.
rebraguetter	R°bRagEte	VER	r.e.b.r.a.gu.e.tt.er	r-R.e-°.b-b.r-R.a-a.gu-g.e-E.tt-t.er-e	1.0.1.1.1.1.1.1.1.
rebraguetté	R°bRagEte	VER	r.e.b.r.a.gu.e.tt.é	r-R.e-°.b-b.r-R.a-a.gu-g.e-E.tt-t.é-e	1.0.1.1.1.1.1.1.1.
rebrancha	R°bR@Sa	VER	r.e.b.r.an.ch.a	r-R.e-°.b-b.r-R.an-@.ch-S.a-a	1.0.1.1.1.1.1.
rebranche	R°bR@S	VER	r.e.b.r.an.ch.e	r-R.e-°.b-b.r-R.an-@.ch-S.e-#	1.0.1.1.1.1.1.
rebrancher	R°bR@Se	VER	r.e.b.r.an.ch.er	r-R.e-°.b-b.r-R.an-@.ch-S.er-e	1.0.1.1.1.1.1.
rebranchez	R°bR@Se	VER	r.e.b.r.an.ch.ez	r-R.e-°.b-b.r-R.an-@.ch-S.ez-e	1.0.1.1.1.1.1.
rebranché	R°bR@Se	VER	r.e.b.r.an.ch.é	r-R.e-°.b-b.r-R.an-@.ch-S.é-e	1.0.1.1.1.1.1.
rebranchée	R°bR@Se	VER	r.e.b.r.an.ch.é.e	r-R.e-°.b-b.r-R.an-@.ch-S.é-e.e-#	1.0.1.1.1.1.1.1.
rebrodait	R°bRodE	VER	r.e.b.r.o.d.ait	r-R.e-°.b-b.r-R.o-o.d-d.ait-E	1.0.1.1.0.1.1.
rebrodée	R°bRode	VER	r.e.b.r.o.d.é.e	r-R.e-°.b-b.r-R.o-o.d-d.é-e.e-#	1.0.1.1.0.1.1.1.
rebrodés	R°bRode	VER	r.e.b.r.o.d.é.s	r-R.e-°.b-b.r-R.o-o.d-d.é-e.s-#	1.0.1.1.0.1.1.1.
rebrosser	R2bROse	VER	r.e.b.r.o.ss.er	r-R.e-2.b-b.r-R.o-O.ss-s.er-e	1.0.1.1.1.1.1.
rebroussa	R°bRusa	VER	r.e.b.r.ou.ss.a	r-R.e-°.b-b.r-R.ou-u.ss-s.a-a	1.0.1.1.1.1.1.
rebroussai	R°bRuse	VER	r.e.b.r.ou.ss.ai	r-R.e-°.b-b.r-R.ou-u.ss-s.ai-e	1.0.1.1.1.1.1.
rebroussaient	R°bRusE	VER	r.e.b.r.ou.ss.aient	r-R.e-°.b-b.r-R.ou-u.ss-s.aient-E	1.0.1.1.1.1.1.
rebroussait	R°bRusE	VER	r.e.b.r.ou.ss.ait	r-R.e-°.b-b.r-R.ou-u.ss-s.ait-E	1.0.1.1.1.1.1.
rebroussant	R°bRus@	VER	r.e.b.r.ou.ss.ant	r-R.e-°.b-b.r-R.ou-u.ss-s.ant-@	1.0.1.1.1.1.1.
rebrousse	R°bRus	VER	r.e.b.r.ou.ss.e	r-R.e-°.b-b.r-R.ou-u.ss-s.e-#	1.0.1.1.1.1.1.
rebroussement	R°bRus°m@	NOM	r.e.b.r.ou.ss.e.m.ent	r-R.e-°.b-b.r-R.ou-u.ss-s.e-°.m-m.ent-@	1.0.1.1.1.1.0.1.1.
rebroussent	R°bRus	VER	r.e.b.r.ou.ss.ent	r-R.e-°.b-b.r-R.ou-u.ss-s.ent-#	1.0.1.1.1.1.0.
rebrousser	R°bRuse	VER	r.e.b.r.ou.ss.er	r-R.e-°.b-b.r-R.ou-u.ss-s.er-e	1.0.1.1.1.1.1.
rebrousserai	R°bRus°Re	VER	r.e.b.r.ou.ss.e.r.ai	r-R.e-°.b-b.r-R.ou-u.ss-s.e-°.r-R.ai-e	1.0.1.1.1.1.0.1.1.
rebrousserez	R°bRus°Re	VER	r.e.b.r.ou.ss.e.r.ez	r-R.e-°.b-b.r-R.ou-u.ss-s.e-°.r-R.ez-e	1.0.1.1.1.1.0.1.1.
rebroussez	R°bRuse	VER	r.e.b.r.ou.ss.ez	r-R.e-°.b-b.r-R.ou-u.ss-s.ez-e	1.0.1.1.1.1.1.
rebroussons	R°bRus§	VER	r.e.b.r.ou.ss.ons	r-R.e-°.b-b.r-R.ou-u.ss-s.ons-§	1.0.1.1.1.1.1.
rebroussâmes	R°bRusam	VER	r.e.b.r.ou.ss.â.m.es	r-R.e-°.b-b.r-R.ou-u.ss-s.â-a.m-m.es-#	1.0.1.1.1.1.1.1.1.
rebroussât	R°bRusa	VER	r.e.b.r.ou.ss.ât	r-R.e-°.b-b.r-R.ou-u.ss-s.ât-a	1.0.1.1.1.1.1.
rebroussèrent	R°bRusER	VER	r.e.b.r.ou.ss.è.r.ent	r-R.e-°.b-b.r-R.ou-u.ss-s.è-E.r-R.ent-#	1.0.1.1.1.1.1.1.0.
rebroussé	R°bRuse	VER	r.e.b.r.ou.ss.é	r-R.e-°.b-b.r-R.ou-u.ss-s.é-e	1.0.1.1.1.1.1.
rebroussée	R°bRuse	VER	r.e.b.r.ou.ss.é.e	r-R.e-°.b-b.r-R.ou-u.ss-s.é-e.e-#	1.0.1.1.1.1.1.1.
rebroussées	R°bRuse	VER	r.e.b.r.ou.ss.é.es	r-R.e-°.b-b.r-R.ou-u.ss-s.é-e.es-#	1.0.1.1.1.1.1.1.
rebroussés	R°bRuse	VER	r.e.b.r.ou.ss.é.s	r-R.e-°.b-b.r-R.ou-u.ss-s.é-e.s-#	1.0.1.1.1.1.1.1.
rebrûlé	R°bRyle	VER	r.e.b.r.û.l.é	r-R.e-°.b-b.r-R.û-y.l-l.é-e	1.0.1.1.1.1.1.
rebu	R°by	VER	r.e.b.u	r-R.e-°.b-b.u-y	1.0.1.1.
rebuffade	R°byfad	NOM	r.e.b.u.ff.a.d.e	r-R.e-°.b-b.u-y.ff-f.a-a.d-d.e-#	1.0.1.1.1.1.1.1.
rebuffades	R°byfad	NOM	r.e.b.u.ff.a.d.es	r-R.e-°.b-b.u-y.ff-f.a-a.d-d.es-#	1.0.1.1.1.1.1.1.
rebus	R°by	VER	r.e.b.us	r-R.e-°.b-b.us-y	1.0.1.1.
rebut	R°by	VER	r.e.b.ut	r-R.e-°.b-b.ut-y	1.0.1.1.
rebut	R°by	NOM	r.e.b.u.t	r-R.e-°.b-b.u-y.t-#	1.0.1.1.1.
rebuta	R°byta	VER	r.e.b.u.t.a	r-R.e-°.b-b.u-y.t-t.a-a	1.0.1.1.1.1.
rebutaient	R°bytE	VER	r.e.b.u.t.aient	r-R.e-°.b-b.u-y.t-t.aient-E	1.0.1.1.1.1.
rebutait	R°bytE	VER	r.e.b.u.t.ait	r-R.e-°.b-b.u-y.t-t.ait-E	1.0.1.1.1.1.
rebutant	R°byt@	ADJ	r.e.b.u.t.ant	r-R.e-°.b-b.u-y.t-t.ant-@	1.0.1.1.1.1.
rebutant	R°byt@	VER	r.e.b.u.t.ant	r-R.e-°.b-b.u-y.t-t.ant-@	1.0.1.1.1.1.
rebutante	R°byt@t	ADJ	r.e.b.u.t.an.t.e	r-R.e-°.b-b.u-y.t-t.an-@.t-t.e-#	1.0.1.1.1.1.1.1.
rebutantes	R°byt@t	ADJ	r.e.b.u.t.an.t.es	r-R.e-°.b-b.u-y.t-t.an-@.t-t.es-#	1.0.1.1.1.1.1.1.
rebutants	R°byt@	ADJ	r.e.b.u.t.an.ts	r-R.e-°.b-b.u-y.t-t.an-@.ts-#	1.0.1.1.1.1.1.
rebute	R°byt	VER	r.e.b.u.t.e	r-R.e-°.b-b.u-y.t-t.e-#	1.0.1.1.1.1.
rebutent	R°byt	VER	r.e.b.u.t.ent	r-R.e-°.b-b.u-y.t-t.ent-#	1.0.1.1.1.0.
rebuter	R°byte	VER	r.e.b.u.t.er	r-R.e-°.b-b.u-y.t-t.er-e	1.0.1.1.1.1.
rebutera	R°byt°Ra	VER	r.e.b.u.t.e.r.a	r-R.e-°.b-b.u-y.t-t.e-°.r-R.a-a	1.0.1.1.1.0.1.1.
rebuterait	R°byt°RE	VER	r.e.b.u.t.e.r.ait	r-R.e-°.b-b.u-y.t-t.e-°.r-R.ait-E	1.0.1.1.1.0.1.1.
rebuts	R°by	NOM	r.e.b.u.ts	r-R.e-°.b-b.u-y.ts-#	1.0.1.1.1.
rebutèrent	R°bytER	VER	r.e.b.u.t.è.r.ent	r-R.e-°.b-b.u-y.t-t.è-E.r-R.ent-#	1.0.1.1.1.1.1.0.
rebuté	R°byte	VER	r.e.b.u.t.é	r-R.e-°.b-b.u-y.t-t.é-e	1.0.1.1.1.1.
rebutée	R°byte	VER	r.e.b.u.t.é.e	r-R.e-°.b-b.u-y.t-t.é-e.e-#	1.0.1.1.1.1.1.
rebutées	R°byte	VER	r.e.b.u.t.é.es	r-R.e-°.b-b.u-y.t-t.é-e.es-#	1.0.1.1.1.1.1.
rebutés	R°byte	VER	r.e.b.u.t.é.s	r-R.e-°.b-b.u-y.t-t.é-e.s-#	1.0.1.1.1.1.1.
rebuvait	R°byvE	VER	r.e.b.u.v.ait	r-R.e-°.b-b.u-y.v-v.ait-E	1.0.1.1.1.1.
rebâti	R°bati	VER	r.e.b.â.t.i	r-R.e-°.b-b.â-a.t-t.i-i	1.0.1.1.1.1.
rebâtie	R°bati	VER	r.e.b.â.t.i.e	r-R.e-°.b-b.â-a.t-t.i-i.e-#	1.0.1.1.1.1.1.
rebâties	R°bati	VER	r.e.b.â.t.i.es	r-R.e-°.b-b.â-a.t-t.i-i.es-#	1.0.1.1.1.1.1.
rebâtir	R°batiR	VER	r.e.b.â.t.i.r	r-R.e-°.b-b.â-a.t-t.i-i.r-R	1.0.1.1.1.1.1.
rebâtirai	R°batiRe	VER	r.e.b.â.t.i.r.ai	r-R.e-°.b-b.â-a.t-t.i-i.r-R.ai-e	1.0.1.1.1.1.1.1.
rebâtirent	R°batiR	VER	r.e.b.â.t.i.r.ent	r-R.e-°.b-b.â-a.t-t.i-i.r-R.ent-#	1.0.1.1.1.1.1.0.
rebâtirons	R°batiR§	VER	r.e.b.â.t.i.r.ons	r-R.e-°.b-b.â-a.t-t.i-i.r-R.ons-§	1.0.1.1.1.1.1.1.
rebâtis	R°bati	VER	r.e.b.â.t.is	r-R.e-°.b-b.â-a.t-t.is-i	1.0.1.1.1.1.
rebâtissaient	R°batisE	VER	r.e.b.â.t.i.ss.aient	r-R.e-°.b-b.â-a.t-t.i-i.ss-s.aient-E	1.0.1.1.1.1.1.1.
rebâtissant	R°batis@	VER	r.e.b.â.t.i.ss.ant	r-R.e-°.b-b.â-a.t-t.i-i.ss-s.ant-@	1.0.1.1.1.1.1.1.
rebâtissent	R°batis	VER	r.e.b.â.t.i.ss.ent	r-R.e-°.b-b.â-a.t-t.i-i.ss-s.ent-#	1.0.1.1.1.1.1.0.
rebâtissons	R°batis§	VER	r.e.b.â.t.i.ss.ons	r-R.e-°.b-b.â-a.t-t.i-i.ss-s.ons-§	1.0.1.1.1.1.1.1.
rebâtit	R°bati	VER	r.e.b.â.t.it	r-R.e-°.b-b.â-a.t-t.it-i	1.0.1.1.1.1.
rebéquer	R2beke	VER	r.e.b.é.qu.er	r-R.e-2.b-b.é-e.qu-k.er-e	1.0.1.1.1.1.
recache	R°kaS	VER	r.e.c.a.ch.e	r-R.e-°.c-k.a-a.ch-S.e-#	1.0.0.1.1.1.
recacher	R°kaSe	VER	r.e.c.a.ch.er	r-R.e-°.c-k.a-a.ch-S.er-e	1.0.0.1.1.1.
recacheter	R°kaS°te	VER	r.e.c.a.ch.e.t.er	r-R.e-°.c-k.a-a.ch-S.e-°.t-t.er-e	1.0.0.1.1.0.1.1.
recachetée	R°kaS°te	VER	r.e.c.a.ch.e.t.é.e	r-R.e-°.c-k.a-a.ch-S.e-°.t-t.é-e.e-#	1.0.0.1.1.0.1.1.1.
recadre	R°kadR	VER	r.e.c.a.d.r.e	r-R.e-°.c-k.a-a.d-d.r-R.e-#	1.0.0.1.1.1.1.
recadrer	R°kadRe	VER	r.e.c.a.d.r.er	r-R.e-°.c-k.a-a.d-d.r-R.er-e	1.0.0.1.1.1.1.
recadrez	R°kadRe	VER	r.e.c.a.d.r.ez	r-R.e-°.c-k.a-a.d-d.r-R.ez-e	1.0.0.1.1.1.1.
recala	R°kala	VER	r.e.c.a.l.a	r-R.e-°.c-k.a-a.l-l.a-a	1.0.0.1.1.1.
recalage	R2kalaZ	NOM	r.e.c.a.l.a.ge	r-R.e-2.c-k.a-a.l-l.a-a.ge-Z	1.0.0.1.1.1.1.
recalculant	R°kalkyl@	VER	r.e.c.a.l.c.u.l.ant	r-R.e-°.c-k.a-a.l-l.c-k.u-y.l-l.ant-@	1.0.0.1.1.0.1.1.1.
recalcule	R°kalkyl	VER	r.e.c.a.l.c.u.l.e	r-R.e-°.c-k.a-a.l-l.c-k.u-y.l-l.e-#	1.0.0.1.1.0.1.1.1.
recalculer	R°kalkyle	VER	r.e.c.a.l.c.u.l.er	r-R.e-°.c-k.a-a.l-l.c-k.u-y.l-l.er-e	1.0.0.1.1.0.1.1.1.
recalculez	R°kalkyle	VER	r.e.c.a.l.c.u.l.ez	r-R.e-°.c-k.a-a.l-l.c-k.u-y.l-l.ez-e	1.0.0.1.1.0.1.1.1.
recalculé	R°kalkyle	VER	r.e.c.a.l.c.u.l.é	r-R.e-°.c-k.a-a.l-l.c-k.u-y.l-l.é-e	1.0.0.1.1.0.1.1.1.
recaler	R°kale	VER	r.e.c.a.l.er	r-R.e-°.c-k.a-a.l-l.er-e	1.0.0.1.1.1.
recalez	R°kale	VER	r.e.c.a.l.ez	r-R.e-°.c-k.a-a.l-l.ez-e	1.0.0.1.1.1.
recalé	R°kale	VER	r.e.c.a.l.é	r-R.e-°.c-k.a-a.l-l.é-e	1.0.0.1.1.1.
recalé	R°kale	ADJ	r.e.c.a.l.é	r-R.e-°.c-k.a-a.l-l.é-e	1.0.0.1.1.1.
recalée	R°kale	VER	r.e.c.a.l.é.e	r-R.e-°.c-k.a-a.l-l.é-e.e-#	1.0.0.1.1.1.1.
recalée	R°kale	ADJ	r.e.c.a.l.é.e	r-R.e-°.c-k.a-a.l-l.é-e.e-#	1.0.0.1.1.1.1.
recalés	R°kale	VER	r.e.c.a.l.é.s	r-R.e-°.c-k.a-a.l-l.é-e.s-#	1.0.0.1.1.1.1.
recalés	R°kale	ADJ	r.e.c.a.l.é.s	r-R.e-°.c-k.a-a.l-l.é-e.s-#	1.0.0.1.1.1.1.
recarreler	R°kaR°le	VER	r.e.c.a.rr.e.l.er	r-R.e-°.c-k.a-a.rr-R.e-°.l-l.er-e	1.0.0.1.1.0.1.1.
recasa	R°kaza	VER	r.e.c.a.s.a	r-R.e-°.c-k.a-a.s-z.a-a	1.0.0.1.0.1.
recasable	R2kazabl	ADJ	r.e.c.a.s.a.b.l.e	r-R.e-2.c-k.a-a.s-z.a-a.b-b.l-l.e-#	1.0.0.1.0.1.1.1.1.
recaser	R°kaze	VER	r.e.c.a.s.er	r-R.e-°.c-k.a-a.s-z.er-e	1.0.0.1.0.1.
recaserai	R°kaz°Re	VER	r.e.c.a.s.e.r.ai	r-R.e-°.c-k.a-a.s-z.e-°.r-R.ai-e	1.0.0.1.0.0.1.1.
recasser	R2kase	VER	r.e.c.a.ss.er	r-R.e-2.c-k.a-a.ss-s.er-e	1.0.0.1.1.1.
recasses	R°kas	VER	r.e.c.a.ss.es	r-R.e-°.c-k.a-a.ss-s.es-#	1.0.0.1.1.1.
recassé	R°kase	VER	r.e.c.a.ss.é	r-R.e-°.c-k.a-a.ss-s.é-e	1.0.0.1.1.1.
recassée	R°kase	VER	r.e.c.a.ss.é.e	r-R.e-°.c-k.a-a.ss-s.é-e.e-#	1.0.0.1.1.1.1.
recasé	R°kaze	VER	r.e.c.a.s.é	r-R.e-°.c-k.a-a.s-z.é-e	1.0.0.1.0.1.
recel	R°sEl	NOM	r.e.c.e.l	r-R.e-°.c-s.e-E.l-l	1.0.1.1.1.
recelaient	R°s°lE	VER	r.e.c.e.l.aient	r-R.e-°.c-s.e-°.l-l.aient-E	1.0.1.0.1.1.
recelait	R°s°lE	VER	r.e.c.e.l.ait	r-R.e-°.c-s.e-°.l-l.ait-E	1.0.1.0.1.1.
recelant	R°s°l@	VER	r.e.c.e.l.ant	r-R.e-°.c-s.e-°.l-l.ant-@	1.0.1.0.1.1.
receler	R°s°le	VER	r.e.c.e.l.er	r-R.e-°.c-s.e-°.l-l.er-e	1.0.1.0.1.1.
receleur	R°s°l9R	NOM	r.e.c.e.l.eu.r	r-R.e-°.c-s.e-°.l-l.eu-9.r-R	1.0.1.0.1.0.1.
receleurs	R°s°l9R	NOM	r.e.c.e.l.eu.r.s	r-R.e-°.c-s.e-°.l-l.eu-9.r-R.s-#	1.0.1.0.1.0.1.1.
receleuse	R°s°l2z	NOM	r.e.c.e.l.eu.s.e	r-R.e-°.c-s.e-°.l-l.eu-2.s-z.e-#	1.0.1.0.1.1.0.1.
receleuses	R°s°l2z	NOM	r.e.c.e.l.eu.s.es	r-R.e-°.c-s.e-°.l-l.eu-2.s-z.es-#	1.0.1.0.1.1.0.1.
recelons	R°s°l§	VER	r.e.c.e.l.ons	r-R.e-°.c-s.e-°.l-l.ons-§	1.0.1.0.1.1.
recelé	R°s°le	VER	r.e.c.e.l.é	r-R.e-°.c-s.e-°.l-l.é-e	1.0.1.0.1.1.
recelée	R°s°le	VER	r.e.c.e.l.é.e	r-R.e-°.c-s.e-°.l-l.é-e.e-#	1.0.1.0.1.1.1.
recelées	R°s°le	VER	r.e.c.e.l.é.es	r-R.e-°.c-s.e-°.l-l.é-e.es-#	1.0.1.0.1.1.1.
recelés	R°s°le	VER	r.e.c.e.l.é.s	r-R.e-°.c-s.e-°.l-l.é-e.s-#	1.0.1.0.1.1.1.
recensa	R°s@sa	VER	r.e.c.en.s.a	r-R.e-°.c-s.en-@.s-s.a-a	1.0.1.1.0.1.
recensais	R°s@sE	VER	r.e.c.en.s.ais	r-R.e-°.c-s.en-@.s-s.ais-E	1.0.1.1.0.1.
recensait	R°s@sE	VER	r.e.c.en.s.ait	r-R.e-°.c-s.en-@.s-s.ait-E	1.0.1.1.0.1.
recensant	R2s@s@	VER	r.e.c.en.s.ant	r-R.e-2.c-s.en-@.s-s.ant-@	1.0.1.1.0.1.
recense	R°s@s	VER	r.e.c.en.s.e	r-R.e-°.c-s.en-@.s-s.e-#	1.0.1.1.0.1.
recensement	R°s@s°m@	NOM	r.e.c.en.s.e.m.ent	r-R.e-°.c-s.en-@.s-s.e-°.m-m.ent-@	1.0.1.1.0.0.1.1.
recensements	R°s@s°m@	NOM	r.e.c.en.s.e.m.en.ts	r-R.e-°.c-s.en-@.s-s.e-°.m-m.en-@.ts-#	1.0.1.1.0.0.1.1.1.
recensent	R°s@s	VER	r.e.c.en.s.ent	r-R.e-°.c-s.en-@.s-s.ent-#	1.0.1.1.0.0.
recenser	R°s@se	VER	r.e.c.en.s.er	r-R.e-°.c-s.en-@.s-s.er-e	1.0.1.1.0.1.
recenseur	R°s@s9R	NOM	r.e.c.en.s.eu.r	r-R.e-°.c-s.en-@.s-s.eu-9.r-R	1.0.1.1.0.0.1.
recension	R°s@sj§	NOM	r.e.c.en.s.i.on	r-R.e-°.c-s.en-@.s-s.i-j.on-§	1.0.1.1.0.0.1.
recensâmes	R°s@sam	VER	r.e.c.en.s.â.m.es	r-R.e-°.c-s.en-@.s-s.â-a.m-m.es-#	1.0.1.1.0.1.1.1.
recensèrent	R°s@sER	VER	r.e.c.en.s.è.r.ent	r-R.e-°.c-s.en-@.s-s.è-E.r-R.ent-#	1.0.1.1.0.1.1.0.
recensé	R°s@se	VER	r.e.c.en.s.é	r-R.e-°.c-s.en-@.s-s.é-e	1.0.1.1.0.1.
recensées	R°s@se	VER	r.e.c.en.s.é.es	r-R.e-°.c-s.en-@.s-s.é-e.es-#	1.0.1.1.0.1.1.
recensés	R°s@se	VER	r.e.c.en.s.é.s	r-R.e-°.c-s.en-@.s-s.é-e.s-#	1.0.1.1.0.1.1.
recentrage	R°s@tRaZ	NOM	r.e.c.en.t.r.a.ge	r-R.e-°.c-s.en-@.t-t.r-R.a-a.ge-Z	1.0.1.1.1.1.1.1.
recentre	R°s@tR	VER	r.e.c.en.t.r.e	r-R.e-°.c-s.en-@.t-t.r-R.e-#	1.0.1.1.1.1.1.
recentrer	R°s@tRe	VER	r.e.c.en.t.r.er	r-R.e-°.c-s.en-@.t-t.r-R.er-e	1.0.1.1.1.1.1.
recentrons	R°s@tR§	VER	r.e.c.en.t.r.ons	r-R.e-°.c-s.en-@.t-t.r-R.ons-§	1.0.1.1.1.1.1.
recentré	R°s@tRe	VER	r.e.c.en.t.r.é	r-R.e-°.c-s.en-@.t-t.r-R.é-e	1.0.1.1.1.1.1.
recentrée	R°s@tRe	VER	r.e.c.en.t.r.é.e	r-R.e-°.c-s.en-@.t-t.r-R.é-e.e-#	1.0.1.1.1.1.1.1.
recette	R°sEt	NOM	r.e.c.e.tt.e	r-R.e-°.c-s.e-E.tt-t.e-#	1.0.1.1.1.1.
recettes	R°sEt	NOM	r.e.c.e.tt.es	r-R.e-°.c-s.e-E.tt-t.es-#	1.0.1.1.1.1.
recevabilité	R2s2vabilite	NOM	r.e.c.e.v.a.b.i.l.i.t.é	r-R.e-2.c-s.e-2.v-v.a-a.b-b.i-i.l-l.i-i.t-t.é-e	1.0.1.0.1.1.1.1.1.1.1.1.
recevable	R°s°vabl	ADJ	r.e.c.e.v.a.b.l.e	r-R.e-°.c-s.e-°.v-v.a-a.b-b.l-l.e-#	1.0.1.0.1.1.1.1.1.
recevables	R°s°vabl	ADJ	r.e.c.e.v.a.b.l.es	r-R.e-°.c-s.e-°.v-v.a-a.b-b.l-l.es-#	1.0.1.0.1.1.1.1.1.
recevaient	R°s°vE	VER	r.e.c.e.v.aient	r-R.e-°.c-s.e-°.v-v.aient-E	1.0.1.0.1.1.
recevais	R°s°vE	VER	r.e.c.e.v.ais	r-R.e-°.c-s.e-°.v-v.ais-E	1.0.1.0.1.1.
recevait	R°s°vE	VER	r.e.c.e.v.ait	r-R.e-°.c-s.e-°.v-v.ait-E	1.0.1.0.1.1.
recevant	R°s°v@	VER	r.e.c.e.v.ant	r-R.e-°.c-s.e-°.v-v.ant-@	1.0.1.0.1.1.
receveur	R°s°v9R	NOM	r.e.c.e.v.eu.r	r-R.e-°.c-s.e-°.v-v.eu-9.r-R	1.0.1.0.1.0.1.
receveurs	R°s°v9R	NOM	r.e.c.e.v.eu.r.s	r-R.e-°.c-s.e-°.v-v.eu-9.r-R.s-#	1.0.1.0.1.0.1.1.
receveuse	R°s°v2z	NOM	r.e.c.e.v.eu.s.e	r-R.e-°.c-s.e-°.v-v.eu-2.s-z.e-#	1.0.1.0.1.1.0.1.
receveuses	R°s°v2z	NOM	r.e.c.e.v.eu.s.es	r-R.e-°.c-s.e-°.v-v.eu-2.s-z.es-#	1.0.1.0.1.1.0.1.
recevez	R°s°ve	VER	r.e.c.e.v.ez	r-R.e-°.c-s.e-°.v-v.ez-e	1.0.1.0.1.1.
receviez	R°s°vje	VER	r.e.c.e.v.i.ez	r-R.e-°.c-s.e-°.v-v.i-j.ez-e	1.0.1.0.1.0.1.
recevions	R°s°vj§	VER	r.e.c.e.v.i.ons	r-R.e-°.c-s.e-°.v-v.i-j.ons-§	1.0.1.0.1.0.1.
recevoir	R°s°vwaR	VER	r.e.c.e.v.oi.r	r-R.e-°.c-s.e-°.v-v.oi-wa.r-R	1.0.1.0.1.1.1.
recevons	R°s°v§	VER	r.e.c.e.v.ons	r-R.e-°.c-s.e-°.v-v.ons-§	1.0.1.0.1.1.
recevra	R°s°vRa	VER	r.e.c.e.v.r.a	r-R.e-°.c-s.e-°.v-v.r-R.a-a	1.0.1.0.1.1.1.
recevrai	R°s°vRe	VER	r.e.c.e.v.r.ai	r-R.e-°.c-s.e-°.v-v.r-R.ai-e	1.0.1.0.1.1.1.
recevraient	R°s°vRE	VER	r.e.c.e.v.r.aient	r-R.e-°.c-s.e-°.v-v.r-R.aient-E	1.0.1.0.1.1.1.
recevrais	R°s°vRE	VER	r.e.c.e.v.r.ais	r-R.e-°.c-s.e-°.v-v.r-R.ais-E	1.0.1.0.1.1.1.
recevrait	R°s°vRE	VER	r.e.c.e.v.r.ait	r-R.e-°.c-s.e-°.v-v.r-R.ait-E	1.0.1.0.1.1.1.
recevras	R°s°vRa	VER	r.e.c.e.v.r.as	r-R.e-°.c-s.e-°.v-v.r-R.as-a	1.0.1.0.1.1.1.
recevrez	R°s°vRe	VER	r.e.c.e.v.r.ez	r-R.e-°.c-s.e-°.v-v.r-R.ez-e	1.0.1.0.1.1.1.
recevriez	R°s°vRije	VER	r.e.c.e.v.r.i.ez	r-R.e-°.c-s.e-°.v-v.r-R.i-ij.ez-e	1.0.1.0.1.1.0.1.
recevrions	R°s°vRij§	VER	r.e.c.e.v.r.i.ons	r-R.e-°.c-s.e-°.v-v.r-R.i-ij.ons-§	1.0.1.0.1.1.0.1.
